"price","status","X.http...www.amazon.com.Mr.Heater.F232000.Indoor.Safe.Portable.dp.B002G51BZU.","price.1","status.1","price.2","status.2","price.3","status.3","price.4","status.4","X.http...www.amazon.com.Lifetime.Personal.20.Inch.Molded.Almond.dp.B0006D50RE.","price.5","status.5","price.6","status.6","price.7","status.7","price.8","status.8","price.9","status.9","price.10","status.10","price.11","status.11","price.12","status.12","price.13","status.13","price.14","status.14","X.http...www.amazon.com.dp.B003Z74GKU.ref.wl_it_dp_o_pC_nS_ttl._encoding.UTF8.colid.21OV10WCQUK6E.coliid.I2CNI11ORVQEDN.","X.http...www.amazon.com.Otter.200827.Parent.Sport.Sled.dp.B00GZIYPLG.ref.pd_sim_sbs_sg_5.ie.UTF8.refRID.0YJWJPP2J8KRP68ZGTHN.","price.15","status.15"
"$34.99","In Stock","http://www.amazon.com/Mr-Heater-F232000-Indoor-Safe-Portable/dp/B002G51BZU","$187.35","in stock","$73.98","in stock","$53.99","in stock","$5.49","In Stock","http://www.amazon.com/Lifetime-Personal-20-Inch-Molded-Almond/dp/B0006D50RE","$102.98","in stock","$187.35","in stock","$34.99","In Stock","$49.99","In Stock for Shipping","$5.99","In Stock","$95.98","in stock","$24.99","LimitedStock","$99.99","instock","$269.99","Out of stock","$187.35","in stock","http://www.amazon.com/dp/B003Z74GKU/ref=wl_it_dp_o_pC_nS_ttl?_encoding=UTF8&colid=21OV10WCQUK6E&coliid=I2CNI11ORVQEDN","http://www.amazon.com/Otter-200827-Parent-Sport-Sled/dp/B00GZIYPLG/ref=pd_sim_sbs_sg_5?ie=UTF8&refRID=0YJWJPP2J8KRP68ZGTHN","$56.99","in stock"
